Price	EngineV	Model	Year	Engine Type	Mileage	Body	﻿Brand
2200	1.6	Passat B2	1986	Petrol	150	vagon	Volkswagen
3100	1.3	Corolla	1994	Petrol	283	hatch	Toyota
8400	3.2	Pajero Wagon	2011	Diesel	100	crossover	Mitsubishi
30650	2	A4 Allroad	2013	Petrol	35	vagon	Audi
8800	2.4	A6	1999	Gas	298	sedan	Audi
NA	4.7	S 500	2014	Petrol	25	other	Mercedes-Benz
7699	3	Pajero Sport	2002	Petrol	254	crossover	Mitsubishi
6400	1.5	Kangoo	2012	Diesel	136	van	Renault
16200	1.4	Golf VI	2012	Petrol	44	hatch	Volkswagen
4100	1.8	Vento	1993	Gas	88	sedan	Volkswagen
6800	2.2	C-Class	1999	Diesel	235	sedan	Mercedes-Benz
10600	1.6	Polo	2012	Petrol	75	sedan	Volkswagen
13000	2	Rav 4	2006	Petrol	149	crossover	Toyota
6500	2	Avensis	2001	Petrol	248	sedan	Toyota
25500	3	A6 Allroad	2009	Petrol	181	vagon	Audi
28000	2	Amarok	2011	Diesel	132	crossover	Volkswagen
9800	NA	Corolla	2008	Petrol	123	sedan	Toyota
3500	2.5	A8	2001	Diesel	200	sedan	Audi
14899	2	Caddy	2013	Diesel	165	van	Volkswagen
3500	3	530	1999	Diesel	300	sedan	BMW
3500	2	320	2000	Diesel	272	sedan	BMW
71138	3	Touareg	2016	Diesel	0	crossover	Volkswagen
9658.94	1.2	Logan	2016	Petrol	1	sedan	Renault
13000	2.5	T6 (Transporter)	2007	Diesel	178	van	Volkswagen
8000	1.6	Corolla	2007	Petrol	115	hatch	Toyota
56500	2	X5	2016	Diesel	1	crossover	BMW
9700	1.5	Kangoo	2012	Diesel	114	vagon	Renault
7300	1.4	A 140	2004	Petrol	176	hatch	Mercedes-Benz
9000	1.5	Megane	2009	Diesel	190	vagon	Renault
17900	2.5	Passat B7	2013	Petrol	96	sedan	Volkswagen
10700	2	Passat B6	2007	Petrol	147	sedan	Volkswagen
11600	3.2	E-Class	2003	Petrol	186	sedan	Mercedes-Benz
15000	2.5	T5 (Transporter)	2008	Diesel	275	van	Volkswagen
8350	1.4	Golf V	2005	Petrol	200	hatch	Volkswagen
7700	5	S 500	1996	Petrol	199	sedan	Mercedes-Benz
47000	2	Z4	2014	Petrol	5	other	BMW
72000	6.3	A8	2012	Petrol	55	sedan	Audi
17499	3	Pajero Wagon	2008	Gas	149	crossover	Mitsubishi
11300	1.5	Megane	2013	Diesel	141	vagon	Renault
8500	1.6	Corolla	2008	Petrol	168	sedan	Toyota
14490	2.2	E-Class	2008	Diesel	212	vagon	Mercedes-Benz
11999	2	T5 (Transporter) 	2011	Diesel	176	van	Volkswagen
4300	1.6	Golf III	1997	Gas	217	hatch	Volkswagen
35500	2	X1	2014	Diesel	33	crossover	BMW
2800	1.3	Corolla	1988	Gas	421	other	Toyota
37976.25	2	520	2016	Petrol	0	sedan	BMW
10500	2.5	Trafic	2006	Diesel	183	van	Renault
74999	4.5	Land Cruiser 200	2016	Diesel	1	crossover	Toyota
7300	1.5	Kangoo	2012	Diesel	125	van	Renault
12200	2.4	Outlander XL	2007	Petrol	140	crossover	Mitsubishi
NA	4.5	Land Cruiser 200	2016	Diesel	0	crossover	Toyota
13600	2.2	Vito	2009	Diesel	199	van	Mercedes-Benz
5000	2.3	100	1992	Gas	280	sedan	Audi
12800	2	Trafic	2008	Diesel	188	other	Renault
12499	2	T6 (Transporter) 	2012	Diesel	184	other	Volkswagen
2800	2	Galant	1996	Gas	150	sedan	Mitsubishi
7300	1.5	Megane	2007	Diesel	200	van	Renault
6800	2	Lancer	2007	Petrol	82	sedan	Mitsubishi
9500	2.4	Outlander	2004	Gas	225	crossover	Mitsubishi
15900	1.4	A3	2011	Petrol	160	hatch	Audi
8900	1.9	Caddy	2010	Diesel	180	other	Volkswagen
16030	2.5	Camry	2012	Gas	90	sedan	Toyota
28000	2	520	2011	Diesel	170	sedan	BMW
10700	2.5	A6	2005	Diesel	222	vagon	Audi
25000	30	X5	2007	Petrol	150	crossover	BMW
7000	2	E-Class	2000	Gas	230	sedan	Mercedes-Benz
8800	2.5	T5 (Transporter) 	2008	Diesel	260	van	Volkswagen
35000	2	Tiguan	2014	Diesel	20	crossover	Volkswagen
8000	2.7	A6	2006	Diesel	200	vagon	Audi
15400	2.2	E-Class	2008	Diesel	260	sedan	Mercedes-Benz
7650	1.8	Passat B5	2003	Gas	325	sedan	Volkswagen
10600	2	Outlander	2008	Petrol	52	crossover	Mitsubishi
8200	1.5	Logan	2010	Diesel	192	vagon	Renault
8700	2.5	T4 (Transporter)	1999	Diesel	520	other	Volkswagen
45000	2	520	2016	Diesel	29	sedan	BMW
5699	2.5	T4 (Transporter) 	2001	Diesel	258	van	Volkswagen
13200	3.7	Viano	2005	Gas	217	van	Mercedes-Benz
11500	2	Caddy	2013	Diesel	70	van	Volkswagen
3300	28	528	1997	Petrol	233	sedan	BMW
12700	2	T5 (Transporter) 	2012	Diesel	213	van	Volkswagen
NA	3	E-Class	2008	Diesel	176	other	Mercedes-Benz
12300	1.4	Polo	2012	Petrol	62	hatch	Volkswagen
35500	3.5	S 350	2010	Petrol	100	sedan	Mercedes-Benz
15500	2	A4	2008	Diesel	210	sedan	Audi
33000	2.2	GLK 220	2012	Diesel	109	crossover	Mercedes-Benz
NA	2.2	Vito	2011	Diesel	173	van	Mercedes-Benz
6500	2	320	1997	Petrol	280	sedan	BMW
2350	1.9	Passat B5	2000	Other	11	sedan	Volkswagen
17900	3.6	Touareg	2007	Gas	130	crossover	Volkswagen
34500	3	X5	2010	Diesel	160	other	BMW
12300	2.5	Latitude	2011	Petrol	99	sedan	Renault
20500	3.5	CLS 350	2006	Other	193	sedan	Mercedes-Benz
75555	4.4	M5	2014	Petrol	30	sedan	BMW
12800	2.4	Camry	2008	Petrol	145	sedan	Toyota
12800	2.2	Vito	2008	Diesel	360	other	Mercedes-Benz
6900	3.7	A8	1997	Petrol	327	sedan	Audi
17200	2.5	Touareg	2006	Diesel	220	crossover	Volkswagen
6800	1.4	Symbol	2013	Petrol	87	sedan	Renault
14300	4.2	A8	2004	Petrol	80	other	Audi
11600	1.4	Passat B7	2013	Gas	169	sedan	Volkswagen
11990	2.5	T4 (Transporter)	2002	Diesel	231	van	Volkswagen
77777	4.4	750	2014	Petrol	8	sedan	BMW
6800	NA	C-Class	1998	Petrol	186	sedan	Mercedes-Benz
2800	1.8	318	1987	Other	300	sedan	BMW
28500	1.8	E-Class	2011	Petrol	65	other	Mercedes-Benz
42700	3	Q7	2013	Diesel	75	crossover	Audi
6950	1.9	Caddy	2006	Diesel	217	other	Volkswagen
7300	1.4	Polo	2007	Petrol	117	hatch	Volkswagen
NA	3	S 350	2014	Diesel	25	sedan	Mercedes-Benz
27565.2	2.5	Pajero Sport	2016	Diesel	1	crossover	Mitsubishi
12900	1.6	Golf Variant	2011	Diesel	145	vagon	Volkswagen
5900	2.3	Bora	1999	Petrol	217	sedan	Volkswagen
2600	1.4	A 140	1999	Petrol	111	hatch	Mercedes-Benz
2799	1.9	A6	1998	Diesel	390	vagon	Audi
21000	2.5	Pajero Sport	2011	Diesel	98	crossover	Mitsubishi
4999	1.9	A6	2002	Diesel	231	sedan	Audi
6900	1.6	Bora	2003	Petrol	160	sedan	Volkswagen
5800	3.2	S 320	1991	Gas	366	sedan	Mercedes-Benz
15700	1.8	ASX	2011	Petrol	68	other	Mitsubishi
74500	3	Touareg	2015	Diesel	0	crossover	Volkswagen
22900	5.5	S 500	2008	Gas	131	sedan	Mercedes-Benz
32000	3.5	ML 350	2010	Petrol	96	crossover	Mercedes-Benz
35300	1.6	CLA 200	2014	Petrol	3	sedan	Mercedes-Benz
6900	1.8	Passat B5	2002	Gas	320	sedan	Volkswagen
7000	2.8	520	2001	Petrol	286	sedan	BMW
35800	3	Touareg	2011	Diesel	92	crossover	Volkswagen
10700	1.4	Polo	2010	Petrol	60	hatch	Volkswagen
23999	3	X5	2007	Petrol	194	crossover	BMW
2700	1.9	Golf IV	2000	Diesel	300	hatch	Volkswagen
10000	NA	S 350	2010	Diesel	80	sedan	Mercedes-Benz
18200	2.7	Land Cruiser Prado	2006	Gas	146	crossover	Toyota
2450	2.5	A6	2000	Diesel	325	vagon	Audi
15800	1.4	A3	2010	Petrol	123	hatch	Audi
9400	1.9	Passat B5	2005	Diesel	176	vagon	Volkswagen
5800	1.6	Space Star	2005	Petrol	230	vagon	Mitsubishi
13499	1.4	Passat B7	2012	Petrol	162	sedan	Volkswagen
39615	2	Passat B8	2016	Diesel	0	sedan	Volkswagen
23300	2	Rav 4	2014	Petrol	40	crossover	Toyota
2100	1.9	A4	1996	Diesel	217	sedan	Audi
3000	99.99	520	1992	Other	350	sedan	BMW
2700	2.3	230	1988	Gas	337	sedan	Mercedes-Benz
NA	2	Trafic	2012	Diesel	153	van	Renault
6700	2	Caddy	2005	Diesel	16	van	Volkswagen
43163.25	2	X1	2016	Diesel	0	crossover	BMW
2750	22	Laguna	2005	Diesel	186	hatch	Renault
28350	2.2	Rav 4	2013	Diesel	92	crossover	Toyota
29500	2.7	Land Cruiser Prado	2010	Gas	90	crossover	Toyota
NA	4.39	X5 M	2015	Petrol	15	crossover	BMW
8200	1.9	Passat B5	2004	Diesel	258	sedan	Volkswagen
10999	2.2	Sprinter 313	2006	Diesel	269	other	Mercedes-Benz
NA	3	GLS 350	2016	Diesel	1	crossover	Mercedes-Benz
8299	1.2	Logan	2013	Petrol	19	sedan	Renault
20500	2.5	Camry	2013	Petrol	105	sedan	Toyota
14500	2	T5 (Transporter) 	2012	Diesel	168	van	Volkswagen
17300	3.5	Camry	2009	Gas	135	other	Toyota
18700	5.5	S 500	2006	Petrol	105	sedan	Mercedes-Benz
13200	1.33	Corolla	2014	Petrol	38	sedan	Toyota
2450	1.3	Jetta	1991	Gas	200	sedan	Volkswagen
55000	2.8	A7	2014	Other	24	hatch	Audi
20000	2.4	Previa	2006	Gas	135	van	Toyota
4000	1.9	Golf III	1993	Diesel	266	hatch	Volkswagen
16900	3	Pajero Wagon	2008	Petrol	120	other	Mitsubishi
11450	1.6	Lancer X	2012	Gas	60	sedan	Mitsubishi
24500	5	G 500	2000	Petrol	236	crossover	Mercedes-Benz
12350	2	Fluence	2011	Gas	64	sedan	Renault
6900	2.3	E-Class	1996	Petrol	239	sedan	Mercedes-Benz
30500	2.7	Land Cruiser Prado	2011	Petrol	40	crossover	Toyota
8800	2	Lancer X	2008	Gas	105	sedan	Mitsubishi
9700	2.5	A6	2004	Diesel	249	sedan	Audi
63500	3	X5	2015	Petrol	33	crossover	BMW
8900	2	Lancer X	2008	Petrol	96	sedan	Mitsubishi
1950	1.8	A4	1996	Gas	210	vagon	Audi
4400	2.5	A6	2003	Diesel	190	sedan	Audi
12450	3.5	Camry	2007	Gas	162	sedan	Toyota
3200	2.5	A6	2000	Diesel	295	sedan	Audi
12600	3	A8	2004	Gas	294	sedan	Audi
NA	1.9	Kangoo	2008	Diesel	137	vagon	Renault
4400	2	E-Class	1995	Gas	225	sedan	Mercedes-Benz
3900	2.5	E-Class	1989	Diesel	111	sedan	Mercedes-Benz
154999	4.6	GLS 500	2016	Petrol	0	crossover	Mercedes-Benz
8499	1.6	Polo	2012	Petrol	101	sedan	Volkswagen
8000	2.2	Vito	2001	Diesel	230	other	Mercedes-Benz
3500	1.9	Beetle	2000	Diesel	250	hatch	Volkswagen
11900	2.4	A6	2005	Gas	195	sedan	Audi
24800	2.5	Camry	2015	Gas	43	sedan	Toyota
3800	2.5	A6	2002	Diesel	190	vagon	Audi
4800	99.99	Passat B5	1998	Petrol	190	sedan	Volkswagen
7500	1.9	Caddy	2006	Diesel	230	van	Volkswagen
8999	2.8	528	1998	Petrol	270	sedan	BMW
5000	2.4	T4 (Transporter)	1995	Diesel	326	van	Volkswagen
21000	3.5	ML 350	2007	Petrol	135	crossover	Mercedes-Benz
4200	1.9	Kangoo	2007	Diesel	142	van	Renault
18000	3.2	Pajero Wagon	2007	Diesel	160	crossover	Mitsubishi
8500	2.5	T4 (Transporter)	2003	Diesel	220	van	Volkswagen
3750	1.8	Laguna	1997	Petrol	232	hatch	Renault
9000	2	Caddy	2007	Gas	212	other	Volkswagen
6300	3.2	Pajero	2001	Diesel	235	crossover	Mitsubishi
8400	2.2	320	2000	Petrol	297	sedan	BMW
5000	NA	Golf IV	1998	Petrol	190	hatch	Volkswagen
17000	2	T5 (Transporter)	2010	Diesel	157	van	Volkswagen
3000	1.8	Jetta	1991	Petrol	240	sedan	Volkswagen
21300	4.7	GL 450	2007	Petrol	114	crossover	Mercedes-Benz
16500	3	X5	2004	Gas	230	crossover	BMW
7300	2.2	Sprinter 311	2005	Diesel	250	other	Mercedes-Benz
NA	2.3	Vito	1996	Diesel	300	van	Mercedes-Benz
2300	3	E-Class	1999	Diesel	300	sedan	Mercedes-Benz
8200	4.4	540	1997	Petrol	250	sedan	BMW
35000	2.8	A6	2012	Petrol	61	sedan	Audi
7800	1.9	Passat B5	2002	Diesel	193	vagon	Volkswagen
8200	1.6	Golf Plus	2008	Petrol	157	hatch	Volkswagen
39999	2	Q5	2014	Diesel	45	crossover	Audi
11900	2	Trafic	2012	Diesel	173	other	Renault
3600	2.7	E-Class	2001	Diesel	276	sedan	Mercedes-Benz
3399	1.8	Passat B3	1991	Petrol	201	sedan	Volkswagen
2650	2	320	2000	Petrol	335	vagon	BMW
11700	1.5	A 150	2007	Petrol	103	hatch	Mercedes-Benz
1600	NA	A 160	2000	Petrol	180	hatch	Mercedes-Benz
2550	2.5	525	1999	Diesel	312	vagon	BMW
NA	2	Trafic	2008	Diesel	220	van	Renault
2550	3.2	E-Class	2000	Diesel	367	vagon	Mercedes-Benz
31700	1.8	A4	2014	Petrol	32	sedan	Audi
125000	3	S 350	2015	Diesel	18	sedan	Mercedes-Benz
20500	4.8	X5	2006	Petrol	285	crossover	BMW
2600	2.4	Lancer	2002	Petrol	200	other	Mitsubishi
2500	2.5	525	2000	Diesel	250	vagon	BMW
13200	2.2	Vito	2011	Diesel	182	van	Mercedes-Benz
31000	3.2	GL 320	2008	Diesel	220	crossover	Mercedes-Benz
30900	2	A4 Allroad	2013	Petrol	118	vagon	Audi
4750	1.6	Carisma	2003	Petrol	167	sedan	Mitsubishi
NA	2	T6 (Transporter) 	2011	Diesel	160	van	Volkswagen
NA	3	A8	2013	Petrol	62	sedan	Audi
8950	1.6	Auris	2008	Petrol	118	hatch	Toyota
8300	1.5	Grand Scenic	2007	Diesel	177	van	Renault
6900	2.5	A6	1997	Diesel	360	sedan	Audi
5000	NA	Passat B7	2013	Other	81	sedan	Volkswagen
69999	4.4	X5 M	2011	Petrol	71	crossover	BMW
3250	1.9	Passat B5	2003	Diesel	255	sedan	Volkswagen
11900	1.4	Golf VI	2010	Petrol	91	hatch	Volkswagen
9600	2	Eclipse	1999	Petrol	114	other	Mitsubishi
21200	2.1	C-Class	2011	Diesel	206	vagon	Mercedes-Benz
102999	4.5	Land Cruiser 200	2016	Diesel	0	crossover	Toyota
11900	2.2	Vito	2007	Diesel	277	van	Mercedes-Benz
9999	1.5	Kangoo	2008	Diesel	185	van	Renault
8500	1.2	Logan	2013	Gas	57	sedan	Renault
6500	2.4	T4 (Transporter)	1997	Diesel	385	other	Volkswagen
8700	1.5	Lancer X	2008	Petrol	80	sedan	Mitsubishi
8599	1.6	Caddy	2011	Diesel	169	van	Volkswagen
12700	1.6	Golf VI	2011	Diesel	156	hatch	Volkswagen
7700	2	Lancer	2007	Gas	135	sedan	Mitsubishi
2020	NA	L 200	2008	Other	90	other	Mitsubishi
NA	1.2	Caddy	2013	Petrol	123	van	Volkswagen
8700	2.4	Galant	2007	Gas	150	sedan	Mitsubishi
9300	2	Lancer X	2007	Petrol	95	sedan	Mitsubishi
3550	2.2	E-Class	2001	Diesel	238	sedan	Mercedes-Benz
29800	3	Q7	2007	Diesel	151	crossover	Audi
3900	1.9	Kangoo	2001	Diesel	202	van	Renault
NA	3	X5	2009	Diesel	200	crossover	BMW
7000	1.9	T5 (Transporter) 	2006	Diesel	345	van	Volkswagen
17700	2	TT	2009	Petrol	70	other	Audi
9999	3	Camry	2004	Gas	225	sedan	Toyota
25300	2	A5	2011	Diesel	180	hatch	Audi
22500	2	A4 Allroad	2010	Gas	175	vagon	Audi
18600	1.6	Jetta	2015	Petrol	2	sedan	Volkswagen
6999	2	Lancer	2007	Petrol	160	sedan	Mitsubishi
16200	4.2	Land Cruiser 100	1999	Diesel	281	crossover	Toyota
29999	NA	B-Class Electric Drive	2015	Other	9	hatch	Mercedes-Benz
18000	4.2	Land Cruiser 100	1999	Diesel	320	crossover	Toyota
27300	2.14	E-Class	2011	Diesel	144	sedan	Mercedes-Benz
2700	1.6	Carina	1989	Gas	550	sedan	Toyota
12000	3	X5	2006	Diesel	218	crossover	BMW
39900	NA	B-Class Electric Drive	2015	Other	2	hatch	Mercedes-Benz
1800	1.9	Passat B5	1997	Diesel	280	other	Volkswagen
20500	1.8	A4	2011	Petrol	106	sedan	Audi
10493	1.4	Polo	2014	Petrol	1	other	Volkswagen
16800	3	330	2006	Petrol	154	sedan	BMW
12500	NA	Passat B6	2008	Petrol	177	sedan	Volkswagen
8200	3	730	2004	Diesel	238	sedan	BMW
8000	NA	525	1997	Diesel	330	sedan	BMW
14500	2.2	Vito	2011	Diesel	171	van	Mercedes-Benz
24500	2	Passat CC	2012	Diesel	62	crossover	Volkswagen
13250	2.4	Rav 4	2008	Gas	96	sedan	Toyota
6400	3	Camry	1998	Gas	250	sedan	Toyota
29500	5.5	S 550	2008	Petrol	135	sedan	Mercedes-Benz
69990	5	Multivan	2015	Diesel	1	van	Volkswagen
2600	2.5	A6	2002	Diesel	110	vagon	Audi
4900	1.9	Passat B4	1995	Diesel	500	sedan	Volkswagen
10500	1.5	Megane	2011	Diesel	185	vagon	Renault
NA	3.6	Touareg	2008	Petrol	90	crossover	Volkswagen
27200	2	Tiguan	2015	Diesel	1	crossover	Volkswagen
1350	2.5	E-Class	1989	Diesel	360	sedan	Mercedes-Benz
NA	3	S 350	2015	Diesel	24	sedan	Mercedes-Benz
13900	2.4	Camry	2008	Other	139	sedan	Toyota
12800	4.4	745	2002	Gas	194	sedan	BMW
21200	4	Land Cruiser Prado	2007	Gas	135	crossover	Toyota
8700	2	E-Class	2000	Gas	196	sedan	Mercedes-Benz
8800	1.8	Avensis	2007	Petrol	165	sedan	Toyota
12900	1.8	Avensis	2009	Petrol	129	sedan	Toyota
9500	3	530	2001	Diesel	339	sedan	BMW
10700	3	530	2002	Diesel	243	sedan	BMW
10800	1.6	Caddy	2012	Diesel	156	van	Volkswagen
2400	2	Galant	1989	Gas	350	hatch	Mitsubishi
13300	1.5	Megane	2012	Diesel	132	other	Renault
34500	3	X5	2010	Petrol	85	crossover	BMW
57000	3.5	X6	2013	Petrol	20	other	BMW
7200	1.5	Kangoo	2012	Diesel	146	van	Renault
23400	2.5	Camry	2014	Gas	69	sedan	Toyota
6500	55	S 55	2001	Petrol	215	sedan	Mercedes-Benz
48000	3	Land Cruiser Prado	2014	Diesel	59	crossover	Toyota
6800	NA	525	2005	Other	325	sedan	BMW
4200	1.4	Golf VI	2012	Petrol	1	sedan	Volkswagen
6200	2.4	E-Class	1998	Gas	340	other	Mercedes-Benz
137000	4.4	X5 M	2016	Petrol	2	crossover	BMW
1300	NA	80	1994	Gas	250	sedan	Audi
2900	2.5	523	1997	Petrol	225	sedan	BMW
12700	2.2	Vito	2011	Diesel	199	other	Mercedes-Benz
16999	4.2	A6 Allroad	2007	Petrol	140	vagon	Audi
13972.07	1.6	Polo	2016	Petrol	0	sedan	Volkswagen
41900	6.2	S 500	2011	Petrol	95	sedan	Mercedes-Benz
6650	1.5	Megane	2005	Diesel	227	vagon	Renault
9200	2.4	E-Class	2003	Petrol	280	other	Mercedes-Benz
15300	2.5	525	2006	Petrol	250	sedan	BMW
1450	1.6	T3 (Transporter)	1988	Diesel	100	van	Volkswagen
5900	1.9	Caddy	2005	Diesel	278	van	Volkswagen
4100	2	190	1987	Diesel	400	sedan	Mercedes-Benz
4900	3.2	E-Class	1993	Gas	282	sedan	Mercedes-Benz
12900	3	330	2004	Diesel	260	vagon	BMW
33333	4	FJ Cruiser	2009	Gas	73	vagon	Toyota
7200	1.39	Polo	2007	Petrol	127	hatch	Volkswagen
77777	3	X6	2014	Diesel	1	crossover	BMW
2300	1.4	A 140	2000	Petrol	175	hatch	Mercedes-Benz
13000	3.2	Touareg	2005	Gas	235	crossover	Volkswagen
3000	1.9	T4 (Transporter) 	1993	Diesel	318	van	Volkswagen
7999	1.5	Kangoo	2013	Diesel	92	van	Renault
11000	2.2	Vito	2005	Diesel	250	van	Mercedes-Benz
81000	4.4	M5	2014	Petrol	23	sedan	BMW
3800	1.9	318	2000	Gas	304	sedan	BMW
4300	2.5	325	1985	Petrol	280	other	BMW
4400	2.8	100	1992	Gas	340	sedan	Audi
3150	2.5	A6	2002	Diesel	320	vagon	Audi
10900	2.5	T5 (Transporter)	2004	Other	287	other	Volkswagen
6400	NA	Caddy	2004	Diesel	305	van	Volkswagen
3050	2.5	A6	2001	Other	250	vagon	Audi
30385	2	Touran	2014	Diesel	0	vagon	Volkswagen
20999	4.8	X5	2008	Petrol	170	crossover	BMW
1500	1.9	Polo	1998	Diesel	255	sedan	Volkswagen
NA	2	Outlander	2008	Gas	120	crossover	Mitsubishi
8500	2	Vista	1999	Petrol	200	vagon	Toyota
9200	1.6	Corolla	2008	Gas	115	sedan	Toyota
20800	3.5	Camry	2011	Petrol	49	sedan	Toyota
8100	1.9	Trafic	2005	Diesel	206	van	Renault
13500	1.8	Passat B6	2010	Petrol	104	sedan	Volkswagen
4900	1.5	Kangoo	2006	Diesel	218	van	Renault
6600	1.4	Golf IV	2001	Gas	136	hatch	Volkswagen
1450	2.8	Pajero	1996	Diesel	245	crossover	Mitsubishi
3600	1.8	Passat B3	1989	Gas	320	sedan	Volkswagen
24000	2.5	Camry	2014	Gas	51	sedan	Toyota
12700	2.4	Camry	2008	Petrol	130	sedan	Toyota
14500	5	CL 500	2004	Gas	315	other	Mercedes-Benz
2299	1.8	318	1999	Petrol	200	sedan	BMW
8900	3.5	735	1999	Gas	234	sedan	BMW
30500	3	A6	2012	Diesel	152	vagon	Audi
4000	3.2	E-Class	2002	Diesel	370	sedan	Mercedes-Benz
12900	2.4	Camry	2008	Petrol	137	sedan	Toyota
3300	1.8	Passat B3	1989	Petrol	200	sedan	Volkswagen
9800	1.8	Avensis	2007	Petrol	178	sedan	Toyota
15200	2.3	Master	2013	Diesel	173	other	Renault
4950	1.8	Passat B4	1996	Petrol	290	vagon	Volkswagen
55500	3	Touareg	2015	Diesel	36	crossover	Volkswagen
17900	2.5	Multivan	2008	Diesel	188	van	Volkswagen
5900	2.7	ML 270	2003	Diesel	271	crossover	Mercedes-Benz
20500	4.7	Land Cruiser 100	2003	Gas	225	crossover	Toyota
5000	1.8	318	1994	Petrol	300	other	BMW
11500	2	T5 (Transporter) 	2010	Diesel	100	van	Volkswagen
115000	NA	G 350	2015	Diesel	35	other	Mercedes-Benz
2900	1.6	Golf IV	2000	Petrol	230	hatch	Volkswagen
4800	2	Galant	1998	Gas	247	sedan	Mitsubishi
1550	2	Laguna	1998	Petrol	235	vagon	Renault
16000	2.5	Pajero Sport	2008	Diesel	147	crossover	Mitsubishi
6400	2.5	T4 (Transporter) 	2000	Diesel	312	van	Volkswagen
5800	2	520	1998	Petrol	400	other	BMW
11000	3.2	E-Class	2001	Diesel	263	sedan	Mercedes-Benz
4500	1.5	Megane	2004	Diesel	305	sedan	Renault
14200	2	Koleos	2012	Diesel	83	crossover	Renault
71500	2.5	X5	2015	Diesel	19	crossover	BMW
6200	1.8	A4	2003	Petrol	200	sedan	Audi
10500	1.9	Caddy	2010	Diesel	130	van	Volkswagen
12700	3.5	Camry	2007	Petrol	136	sedan	Toyota
7000	2.6	80	1998	Petrol	126	other	Audi
4500	4	540	1994	Gas	230	sedan	BMW
4800	2.5	525	1994	Diesel	400	vagon	BMW
11500	1.5	Grand Scenic	2012	Diesel	170	van	Renault
42000	2	X3	2014	Petrol	33	crossover	BMW
2500	2.2	100	1987	Gas	371	sedan	Audi
22600	3	ML 320	2007	Diesel	165	crossover	Mercedes-Benz
9900	1.6	Polo	2011	Petrol	80	sedan	Volkswagen
13500	3	Vito	2007	Diesel	259	van	Mercedes-Benz
10600	2	Passat B6	2007	Other	140	other	Volkswagen
12500	2.2	Vito	2008	Diesel	242	van	Mercedes-Benz
7499	1.5	Kangoo	2009	Diesel	123	van	Renault
9999	1.2	Polo	2011	Diesel	118	hatch	Volkswagen
18600	1.6	Auris	2013	Petrol	73	hatch	Toyota
7600	1.4	Golf V	2004	Petrol	225	hatch	Volkswagen
NA	1.9	T5 (Transporter)	2007	Diesel	201	other	Volkswagen
9200	1.6	Golf V	2007	Petrol	127	hatch	Volkswagen
3700	1.9	A4	2002	Diesel	290	vagon	Audi
26000	4.8	X5	2008	Petrol	270	crossover	BMW
12950	4	740	2004	Diesel	268	sedan	BMW
15200	3	Pajero Wagon	2008	Gas	193	crossover	Mitsubishi
62000	3	A6 Allroad	2015	Diesel	24	vagon	Audi
68500	3.5	Sienna	2016	Petrol	1	van	Toyota
2500	1.6	Golf IV	1999	Gas	111	hatch	Volkswagen
2600	1.9	Golf IV	2000	Diesel	296	other	Volkswagen
12250	2.2	Vito	2007	Diesel	300	van	Mercedes-Benz
39900	4	Land Cruiser Prado	2010	Gas	94	crossover	Toyota
1500	1.4	Golf IV	1999	Petrol	160	other	Volkswagen
3700	3.5	S 350	2004	Petrol	270	sedan	Mercedes-Benz
8999	1.8	318	1997	Petrol	160	other	BMW
9900	2.5	L 200	2007	Diesel	200	other	Mitsubishi
16800	5	Touareg	2005	Diesel	249	crossover	Volkswagen
23999	1.6	Jetta	2016	Diesel	0	sedan	Volkswagen
36000	3	GL 320	2009	Diesel	162	crossover	Mercedes-Benz
15800	2.5	L 200	2013	Diesel	146	other	Mitsubishi
19300	2	Passat B7	2011	Diesel	136	sedan	Volkswagen
6450	1.5	Kangoo	2012	Diesel	148	van	Renault
4200	1.5	Kangoo	2004	Diesel	220	van	Renault
NA	6	S-Guard	2011	Petrol	29	sedan	Mercedes-Benz
32000	3	X5	2012	Petrol	52	crossover	BMW
12500	2.4	Camry	2007	Gas	110	sedan	Toyota
47900	4	X5	2012	Diesel	178	crossover	BMW
21999	3	E-Class	2008	Diesel	200	sedan	Mercedes-Benz
15000	NA	A6	2007	Other	168	sedan	Audi
7500	1.3	Yaris	2008	Petrol	74	hatch	Toyota
125000	3	S 350	2015	Diesel	17	sedan	Mercedes-Benz
30500	4.4	X6	2008	Petrol	110	hatch	BMW
17191.2	1.6	Jetta	2016	Petrol	0	sedan	Volkswagen
45555	3	S 350	2011	Diesel	42	sedan	Mercedes-Benz
15200	2.5	525	2008	Petrol	227	sedan	BMW
8700	NA	Caddy	2009	Diesel	270	sedan	Volkswagen
7800	1.9	T5 (Transporter) 	2005	Diesel	226	van	Volkswagen
22000	1.4	Golf VII	2013	Petrol	40	hatch	Volkswagen
9300	2.4	Outlander	2006	Gas	156	crossover	Mitsubishi
31900	2.2	E-Class	2011	Diesel	97	sedan	Mercedes-Benz
9350	2.2	Vito	2008	Diesel	160	van	Mercedes-Benz
32500	2	520	2010	Diesel	134	sedan	BMW
10200	1.5	Megane	2011	Diesel	151	vagon	Renault
8200	2	Rav 4	2002	Gas	200	crossover	Toyota
7400	2	C-Class	2002	Petrol	190	sedan	Mercedes-Benz
14200	3	Outlander XL	2007	Gas	155	crossover	Mitsubishi
24900	1.6	Jetta	2016	Diesel	1	sedan	Volkswagen
